"id","name","description","image_url","hero","category","quality","race","set","mana","attack","health","collectible","effect_list"
"1241","Starving Buzzard","Whenever you summon a Beast, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_237.png","hunter","minion","common","beast","basic","2","2","1","true",""
"1243","Unleash the Hounds","For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_538.png","hunter","spell","common","none","expert","2","null","null","true",""
"1261","Savannah Highmane","<b>Deathrattle</b>: Summon two 2/2 Hyenas.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_534.png","hunter","minion","rare","beast","expert","6","6","5","true","[object Object]"
"1281","Scavenging Hyena","Whenever a friendly Beast dies, gain +2/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_531.png","hunter","minion","common","beast","expert","2","2","2","true",""
"1301","Hogger","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_001.png","neutral","hero","common","none","missions","0","null","10","false",""
"1321","Riverpaw Gnoll","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_002.png","neutral","minion","common","none","missions","1","2","1","false",""
"1322","Gnoll","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_003.png","neutral","minion","common","none","missions","1","1","1","false",""
"1323","Hogger SMASH!","Deal 4 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_004.png","neutral","spell","common","none","missions","3","null","null","false",""
"1324","Massive Gnoll","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_005.png","neutral","minion","common","none","missions","4","5","2","false",""
"1325","Jaina Proudmoore","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4a_006.png","mage","hero","common","none","missions","0","null","27","false",""
"1361","Divine Spirit","Double a minion's Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_236.png","priest","spell","common","none","basic","2","null","null","true",""
"1362","Circle of Healing","Restore #4 Health to ALL minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_621.png","priest","spell","common","none","expert","0","null","null","true",""
"1363","Shadow Word: Death","Destroy a minion with an Attack of 5 or more.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_622.png","priest","spell","common","none","basic","3","null","null","true",""
"1364","Temple Enforcer","<b>Battlecry</b>: Give a friendly minion +3 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_623.png","priest","minion","common","none","expert","6","6","6","true","[object Object]"
"1365","Holy Fire","Deal 5 damage.  Restore 5 Health to your hero.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_624.png","priest","spell","rare","none","expert","6","null","null","true",""
"1366","Mass Dispel","<b>Silence</b> all enemy minions. Draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_626.png","priest","spell","rare","none","expert","4","null","null","true",""
"1367","Shadow Word: Pain","Destroy a minion with 3 or less Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_234.png","priest","spell","free","none","basic","2","null","null","true",""
"1368","Shadowform","Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_625.png","priest","spell","epic","none","expert","3","null","null","true",""
"1369","River Crocolisk","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_120.png","neutral","minion","free","beast","basic","2","2","3","true",""
"1370","Oasis Snapjaw","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_119.png","neutral","minion","free","beast","basic","4","2","7","true",""
"1371","Stampeding Kodo","<b>Battlecry</b>: Destroy a random enemy minion with 2 or less Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/NEW1_041.png","neutral","minion","rare","beast","expert","5","3","5","true","[object Object]"
"1372","Molten Giant","Costs (1) less for each damage your hero has taken.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_620.png","neutral","minion","epic","none","expert","20","8","8","true",""
"1373","Blessing of Wisdom","Choose a minion.  Whenever it attacks, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_363.png","paladin","spell","common","none","expert","1","null","null","true",""
"1382","Millhouse Manastorm","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4b_001.png","mage","hero","common","none","missions","0","null","20","false",""
"1401","Raid Leader","Your other minions have +1 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_122.png","neutral","minion","free","none","basic","3","2","2","true",""
"1481","King Mukla","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_001.png","neutral","hero","common","none","missions","0","null","26","false",""
"1501","Mukla's Big Brother","So strong! And only 6 Mana?!","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_007.png","neutral","minion","common","none","missions","6","10","10","false",""
"1522","Blessed Champion","Double a minion's Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_355.png","paladin","spell","rare","none","expert","5","null","null","true",""
"1541","Will of Mukla","Restore 8 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4c_008.png","neutral","spell","common","none","missions","3","null","null","false",""
"1602","Hemet Nesingwary","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4d_001.png","hunter","hero","common","none","missions","0","null","20","false",""
"1603","Crazed Hunter","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4d_002.png","neutral","minion","common","none","missions","1","1","1","false",""
"1622","Mind Spike","Hero Power   Deal 2 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_625t.png","priest","ability","uncommon","none","expert","2","null","null","false",""
"1623","Mind Shatter","Hero Power   Deal 3 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_625t2.png","priest","ability","uncommon","none","expert","2","null","null","false",""
"1624","Hyena","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_534t.png","hunter","minion","rare","beast","expert","2","2","2","false",""
"1634","Young Priestess","At the end of your turn, give another random friendly minion +1 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_004.png","neutral","minion","rare","none","expert","1","2","1","true",""
"1636","Illidan Stormrage","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_001.png","hunter","hero","uncommon","none","missions","0","null","30","false",""
"1637","Flames of Azzinoth","Hero Power   Summon two 2/1 minions.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_002.png","neutral","ability","uncommon","none","missions","2","null","null","false",""
"1638","Naga Myrmidon","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_003.png","neutral","minion","common","none","missions","1","1","1","false",""
"1639","Warglaive of Azzinoth","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_004.png","neutral","weapon","common","none","missions","2","2","2","false",""
"1640","Flame Burst","Shoot 5 missiles at random enemies for 1 damage each.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_005.png","neutral","spell","common","none","missions","3","null","null","false",""
"1641","Metamorphosis","Do something crazy.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_006.png","neutral","spell","common","none","missions","6","null","null","false",""
"1642","Dual Warglaives","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_007.png","neutral","weapon","common","none","missions","6","4","2","false",""
"1643","Flame of Azzinoth","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4e_002t.png","neutral","minion","common","none","missions","1","2","1","false",""
"1650","Northshire Cleric","Whenever a minion is healed, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_235.png","priest","minion","free","none","basic","1","1","3","true",""
"1651","Earthen Ring Farseer","<b>Battlecry</b>: Restore 3 Health.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_117.png","neutral","minion","common","none","expert","3","3","3","true","[object Object]"
"1652","Silver Hand Recruit","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_101t.png","paladin","minion","free","none","basic","1","1","1","false",""
"1653","Magma Rager","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_118.png","neutral","minion","free","none","basic","3","5","1","true",""
"1655","Lightwarden","Whenever a character is healed, gain +2 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_001.png","neutral","minion","rare","none","expert","1","1","2","true",""
"1656","The Black Knight","<b>Battlecry</b>: Destroy an enemy minion with <b>Taunt</b>.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_002.png","neutral","minion","legendary","none","expert","6","4","5","true","[object Object]"
"1657","Big Game Hunter","<b>Battlecry</b>: Destroy a minion with an Attack of 7 or more.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_005.png","neutral","minion","epic","none","expert","3","4","2","true","[object Object]"
"1658","Alarm-o-Bot","At the start of your turn, swap this minion with a random one in your hand.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_006.png","neutral","minion","rare","none","expert","3","null","3","true",""
"1659","Acolyte of Pain","Whenever this minion takes damage, draw a card.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_007.png","neutral","minion","common","none","expert","3","1","3","true",""
"1660","Blood Fury","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_323w.png","warlock","weapon","uncommon","none","expert","3","3","8","false",""
"1661","Heavy Axe","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_409t.png","warrior","weapon","uncommon","none","expert","1","1","3","false",""
"1662","Eaglehorn Bow","Whenever a <b>Secret</b> is revealed, gain +1 Durability.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_536.png","hunter","weapon","rare","none","expert","3","3","2","true",""
"1667","Lorewalker Cho","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_001.png","neutral","hero","uncommon","none","missions","0","null","25","false",""
"1669","Pandaren Scout","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_002.png","neutral","minion","common","none","missions","1","1","1","false",""
"1671","Shado-Pan Monk","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_003.png","neutral","minion","common","none","missions","2","2","2","false",""
"1672","Legacy of the Emperor","Give your minions +2/+2. (+2 Attack/+2 Health)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_004.png","neutral","spell","common","none","missions","3","null","null","false",""
"1673","Brewmaster","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_005.png","neutral","minion","common","none","missions","4","4","4","false",""
"1674","Transcendence","Until you kill Cho's minions, he can't be attacked.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_006.png","neutral","spell","common","none","missions","1","null","null","false",""
"1677","Crazy Monkey","<b>Battlecry</b>: Throw Bananas.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4f_007.png","neutral","minion","common","none","missions","1","1","2","false","[object Object]"
"1681","Druid of the Claw","<b>Charge</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_165t1.png","druid","minion","common","none","expert","5","4","4","false","[object Object]"
"1682","Druid of the Claw","<b>Taunt</b>","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_165t2.png","druid","minion","common","none","expert","5","4","6","false","[object Object]"
"1683","Shotgun Blast","Hero Power   Deal 1 damage.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/TU4d_003.png","hunter","ability","common","none","missions","2","null","null","false",""
"1686","Boulderfist Ogre","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_200.png","neutral","minion","free","none","basic","6","6","7","true",""
"1687","Core Hound","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_201.png","neutral","minion","common","beast","basic","7","9","5","true",""
"1688","Angry Chicken","<b>Enrage</b>: +5 Attack.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_009.png","neutral","minion","rare","beast","expert","1","1","1","true","[object Object]"
"1693","King Mukla","<b>Battlecry</b>: Give your opponent 2 Bananas.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_014.png","neutral","minion","legendary","beast","expert","3","5","5","true","[object Object]"
"1694","Bananas","Give a minion +1/+1.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_014t.png","neutral","spell","uncommon","none","expert","1","null","null","false",""
"1707","Battle Axe","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_398t.png","warrior","weapon","uncommon","none","expert","1","2","2","false",""
"1720","Shadow of Nothing","Mindgames whiffed! Your opponent had no minions!","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_345t.png","priest","minion","epic","none","expert","0","null","1","false",""
"1721","Sylvanas Windrunner","<b>Deathrattle</b>: Take control of a random enemy minion.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_016.png","neutral","minion","legendary","none","expert","6","5","5","true","[object Object]"
"1723","Worthless Imp","You are out of demons! At least there are always imps...","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_317t.png","warlock","minion","common","demon","expert","1","1","1","false",""
"1725","Excess Mana","Draw a card. (You can only have 10 Mana in your tray.)","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/CS2_013t.png","druid","spell","uncommon","none","basic","0","null","null","false",""
"1730","Ashbringer","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_383t.png","paladin","weapon","legendary","none","expert","5","5","3","false",""
"1733","Avatar of the Coin","You lost the coin flip, but gained a friend.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/GAME_002.png","neutral","minion","free","none","basic","0","1","1","false",""
"1737","Ethereal Arcanist","If you control a <b>Secret</b> at the end of your turn, gain +2/+2.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_274.png","mage","minion","rare","none","expert","4","3","3","true",""
"1746","The Coin","Gain 1 Mana Crystal this turn only.","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/GAME_005.png","neutral","spell","uncommon","none","basic","0","null","null","false",""
"1748","NOOOOOOOOOOOO","Somehow, the card you USED to have has been deleted.  Here, have this one instead!","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/GAME_006.png","neutral","spell","uncommon","none","basic","2","null","null","false",""
"1751","Flame of Azzinoth","","http://wow.zamimg.com/images/hearthstone/cards/enus/medium/EX1_614t.png","neutral","minion","uncommon","none","expert","1","2","1","false",""
